2.627726985902740231e-01,0.000000000000000000e+00
2.630970635666910473e-01,1.000000000000000021e-02
2.634214285431080715e-01,2.000000000000000042e-02
2.637457935195250958e-01,2.999999999999999889e-02
2.640701584959421200e-01,4.000000000000000083e-02
2.643945234723591442e-01,5.000000000000000278e-02
2.647188884487761684e-01,5.999999999999999778e-02
2.650432534251931926e-01,7.000000000000000666e-02
1.992761327465915611e-01,8.000000000000000167e-02
1.305648914298906116e-01,8.999999999999999667e-02
9.096259439984351325e-02,1.000000000000000056e-01
1.001140105773962313e-01,1.100000000000000006e-01
1.092654267549489633e-01,1.199999999999999956e-01
1.184168429325016952e-01,1.300000000000000044e-01
1.100210082851145743e-01,1.400000000000000133e-01
9.965988094985864243e-02,1.499999999999999944e-01
8.929875361460268279e-02,1.600000000000000033e-01
7.213635024316410183e-02,1.700000000000000122e-01
5.216080918915792786e-02,1.799999999999999933e-01
3.218526813515169838e-02,1.900000000000000022e-01
2.756473429486729423e-02,2.000000000000000111e-01
3.592859963207375301e-02,2.099999999999999922e-01
4.429246496928022914e-02,2.200000000000000011e-01
5.569589811377186062e-02,2.300000000000000100e-01
7.812838402185870446e-02,2.399999999999999911e-01
1.005608699299456177e-01,2.500000000000000000e-01
1.229933558380325170e-01,2.600000000000000089e-01
1.040784310854687422e-01,2.700000000000000178e-01
7.800499528733911836e-02,2.800000000000000266e-01
5.193155948920964715e-02,2.899999999999999800e-01
5.406904181408477006e-02,2.999999999999999889e-01
8.964191934341433909e-02,3.099999999999999978e-01
1.252147968727438943e-01,3.200000000000000067e-01
1.501807184395059780e-01,3.300000000000000155e-01
1.297810158240749190e-01,3.400000000000000244e-01
1.093813132086438600e-01,3.500000000000000333e-01
8.898161059321292587e-02,3.599999999999999867e-01
8.530716125574898390e-02,3.699999999999999956e-01
8.533547732986178358e-02,3.800000000000000044e-01
8.536379340397458326e-02,3.900000000000000133e-01
8.566707128336016608e-02,4.000000000000000222e-01
8.637288280452740108e-02,4.100000000000000311e-01
8.707869432569462220e-02,4.199999999999999845e-01
9.125762137652500272e-02,4.299999999999999933e-01
1.133333914093053868e-01,4.400000000000000022e-01
1.354091614420857570e-01,4.500000000000000111e-01
1.574849314748661411e-01,4.600000000000000200e-01
1.429834315184589644e-01,4.700000000000000289e-01
1.210725286729771033e-01,4.799999999999999822e-01
9.916162582749513121e-02,4.899999999999999911e-01
8.237282208822582774e-02,5.000000000000000000e-01
7.042003585050518599e-02,5.100000000000000089e-01
5.846724961278453037e-02,5.200000000000000178e-01
4.720234750834977761e-02,5.300000000000000266e-01
3.897281651997033108e-02,5.400000000000000355e-01
3.074328553159088803e-02,5.500000000000000444e-01
2.251375454321144498e-02,5.600000000000000533e-01
3.030181293967731948e-02,5.700000000000000622e-01
4.161843770319695324e-02,5.799999999999999600e-01
5.293506246671671189e-02,5.899999999999999689e-01
6.257555177202436814e-02,5.999999999999999778e-01
6.960451481899602999e-02,6.099999999999999867e-01
7.663347786596769184e-02,6.199999999999999956e-01
8.045017500373645436e-02,6.300000000000000044e-01
6.217028272184046273e-02,6.400000000000000133e-01
4.389039043994447109e-02,6.500000000000000222e-01
2.561049815804847946e-02,6.600000000000000311e-01
6.619282927667384520e-02,6.700000000000000400e-01
1.189476740673079819e-01,6.800000000000000488e-01
1.717025188579421047e-01,6.900000000000000577e-01
1.722136309548312760e-01,7.000000000000000666e-01
1.314798598554446918e-01,7.099999999999999645e-01
9.074608875605763569e-02,7.199999999999999734e-01
5.829133477011100989e-02,7.299999999999999822e-01
5.647387648645238456e-02,7.399999999999999911e-01
5.465641820279375229e-02,7.500000000000000000e-01
5.283895991913512696e-02,7.600000000000000089e-01
7.759108167366460251e-02,7.700000000000000178e-01
1.091991268178598706e-01,7.800000000000000266e-01
1.408071719620551387e-01,7.900000000000000355e-01
1.833446506755917194e-01,8.000000000000000444e-01
2.360144673346925015e-01,8.100000000000000533e-01
2.886842839937933114e-01,8.200000000000000622e-01
3.176505220066706547e-01,8.300000000000000711e-01
2.222487324120263064e-01,8.399999999999999689e-01
1.268469428173809033e-01,8.499999999999999778e-01
3.144515322273550018e-02,8.599999999999999867e-01
1.122674927572412107e-01,8.699999999999999956e-01
2.150021119003441838e-01,8.800000000000000044e-01
3.177367310434471293e-01,8.900000000000000133e-01
3.399713276751589741e-01,9.000000000000000222e-01
2.769646371422342934e-01,9.100000000000000311e-01
2.139579466093095572e-01,9.200000000000000400e-01
1.561676042981024193e-01,9.300000000000000488e-01
1.584961768261131942e-01,9.400000000000000577e-01
1.608247493541239970e-01,9.500000000000000666e-01
1.631533218821347442e-01,9.599999999999999645e-01
1.549579349286753782e-01,9.699999999999999734e-01
1.447986484578245026e-01,9.799999999999999822e-01
1.346393619869736269e-01,9.899999999999999911e-01
1.396514008015092845e-01,1.000000000000000000e+00
1.581634445684695078e-01,1.010000000000000009e+00
1.766754883354297312e-01,1.020000000000000018e+00
1.910572433431868555e-01,1.030000000000000027e+00
1.824549322946478758e-01,1.040000000000000036e+00
1.738526212461089238e-01,1.050000000000000044e+00
1.652503101975699440e-01,1.060000000000000053e+00
1.296813060703960185e-01,1.070000000000000062e+00
8.881565096136802284e-02,1.080000000000000071e+00
4.794999585234002715e-02,1.090000000000000080e+00
3.374205180951300037e-02,1.100000000000000089e+00
5.171661907019037968e-02,1.110000000000000098e+00
6.969118633086776593e-02,1.120000000000000107e+00
8.814732014510610891e-02,1.130000000000000115e+00
1.094187615233360306e-01,1.140000000000000124e+00
1.306902029015659383e-01,1.150000000000000133e+00
1.519616442797954159e-01,1.159999999999999920e+00
1.336751896567841824e-01,1.169999999999999929e+00
1.037495563201343701e-01,1.179999999999999938e+00
7.382392298348455784e-02,1.189999999999999947e+00
8.611686051758646321e-02,1.199999999999999956e+00
1.482044051186025557e-01,1.209999999999999964e+00
2.102919497196186760e-01,1.219999999999999973e+00
2.502650334512239727e-01,1.229999999999999982e+00
1.886947178398740155e-01,1.239999999999999991e+00
1.271244022285240305e-01,1.250000000000000000e+00
6.555408661717401775e-02,1.260000000000000009e+00
4.909753244690576862e-02,1.270000000000000018e+00
3.997189824074522807e-02,1.280000000000000027e+00
3.084626403458468752e-02,1.290000000000000036e+00
4.618265567528136162e-02,1.300000000000000044e+00
8.521256908323115997e-02,1.310000000000000053e+00
1.242424824911809722e-01,1.320000000000000062e+00
1.499335270050016211e-01,1.330000000000000071e+00
1.091678082664809674e-01,1.340000000000000080e+00
6.840208952796031361e-02,1.350000000000000089e+00
2.763637078943964598e-02,1.360000000000000098e+00
2.070171760302596392e-02,1.370000000000000107e+00
2.143812857121393800e-02,1.380000000000000115e+00
2.217453953940190861e-02,1.390000000000000124e+00
2.274549219440051215e-02,1.400000000000000133e+00
2.308859163110382751e-02,1.409999999999999920e+00
2.343169106780714980e-02,1.419999999999999929e+00
2.392396556924014650e-02,1.429999999999999938e+00
2.594868998900044799e-02,1.439999999999999947e+00
2.797341440876074947e-02,1.449999999999999956e+00
2.999813882852105096e-02,1.459999999999999964e+00
4.589897895451900550e-02,1.469999999999999973e+00
6.393273644250443977e-02,1.479999999999999982e+00
8.196649393048988097e-02,1.489999999999999991e+00
1.008892752694470762e-01,1.500000000000000000e+00
1.206303753829939956e-01,1.510000000000000009e+00
1.403714754965409151e-01,1.520000000000000018e+00
1.516641070885450804e-01,1.530000000000000027e+00
1.120406018435462503e-01,1.540000000000000036e+00
7.241709659854744796e-02,1.550000000000000044e+00
3.279359135354863175e-02,1.560000000000000053e+00
2.873877906650306249e-02,1.570000000000000062e+00
3.764162206681639922e-02,1.580000000000000071e+00
4.654446506712973247e-02,1.590000000000000080e+00
4.836396253749863233e-02,1.600000000000000089e+00
4.280277149289193894e-02,1.610000000000000098e+00
3.724158044828523861e-02,1.620000000000000107e+00
3.463043560740926979e-02,1.630000000000000115e+00
6.239806324254301706e-02,1.640000000000000124e+00
9.016569087767675739e-02,1.650000000000000133e+00
1.179333185128105116e-01,1.660000000000000142e+00
1.225446540376980836e-01,1.669999999999999929e+00
1.231374969112737638e-01,1.679999999999999938e+00
1.237303397848494441e-01,1.689999999999999947e+00
1.083645306019877796e-01,1.699999999999999956e+00
7.716631483101490940e-02,1.709999999999999964e+00
4.596809906004203916e-02,1.719999999999999973e+00
2.131777122824262197e-02,1.729999999999999982e+00
3.346579810999780746e-02,1.739999999999999991e+00
4.561382499175299643e-02,1.750000000000000000e+00
5.776185187350818540e-02,1.760000000000000009e+00
8.390440107386036572e-02,1.770000000000000018e+00
1.151477557725119893e-01,1.780000000000000027e+00
1.463911104711636268e-01,1.790000000000000036e+00
1.466375602772230224e-01,1.800000000000000044e+00
1.055653093097801143e-01,1.810000000000000053e+00
6.449305834233722001e-02,1.820000000000000062e+00
3.846954809328857056e-02,1.830000000000000071e+00
7.555045771151042144e-02,1.840000000000000080e+00
1.126313673297322654e-01,1.850000000000000089e+00
1.497122769479541093e-01,1.860000000000000098e+00
1.273959101226501689e-01,1.870000000000000107e+00
8.606365353766630422e-02,1.880000000000000115e+00
4.473139695268242566e-02,1.890000000000000124e+00
6.076400723129448539e-02,1.900000000000000133e+00
1.571520868370770152e-01,1.910000000000000142e+00
2.535401664428574287e-01,1.919999999999999929e+00
3.342237372174156063e-01,1.929999999999999938e+00
3.260856172953825460e-01,1.939999999999999947e+00
3.179474973733494858e-01,1.949999999999999956e+00
3.098093774513164256e-01,1.959999999999999964e+00
2.462221617638339355e-01,1.969999999999999973e+00
1.699652492722620867e-01,1.979999999999999982e+00
9.370833678069023787e-02,1.989999999999999991e+00
4.768379116062918671e-02,2.000000000000000000e+00
4.019619224281145015e-02,2.010000000000000231e+00
3.270859332499404665e-02,2.020000000000000018e+00
2.799703454479987585e-02,2.030000000000000249e+00
3.693861455071049266e-02,2.040000000000000036e+00
4.588019455662110946e-02,2.049999999999999822e+00
5.482177456253212178e-02,2.060000000000000053e+00
4.746570789418526337e-02,2.069999999999999840e+00
3.689351734604198740e-02,2.080000000000000071e+00
2.632132679789918675e-02,2.089999999999999858e+00
2.507548812201889840e-02,2.100000000000000089e+00
3.677549712705968643e-02,2.109999999999999876e+00
4.847550613210098447e-02,2.120000000000000107e+00
5.694771822719339738e-02,2.129999999999999893e+00
4.647738882249328324e-02,2.140000000000000124e+00
3.600705941779364094e-02,2.149999999999999911e+00
2.553673001309352680e-02,2.160000000000000142e+00
6.858809319444759967e-02,2.169999999999999929e+00
1.261713688510821552e-01,2.180000000000000160e+00
1.837546445077141433e-01,2.189999999999999947e+00
2.313127963275879440e-01,2.200000000000000178e+00
2.561756055470972848e-01,2.209999999999999964e+00
2.810384147666076804e-01,2.220000000000000195e+00
2.998343021587309698e-01,2.229999999999999982e+00
2.576782790396784373e-01,2.240000000000000213e+00
2.155222559206277921e-01,2.250000000000000000e+00
1.733662328015752874e-01,2.260000000000000231e+00
1.317037580247789053e-01,2.270000000000000018e+00
9.015213985488577941e-02,2.280000000000000249e+00
4.860052168499449932e-02,2.290000000000000036e+00
3.069302838178915652e-02,2.300000000000000266e+00
5.013496924606877791e-02,2.310000000000000053e+00
6.957691011034838890e-02,2.319999999999999840e+00
8.453714404202421207e-02,2.330000000000000071e+00
7.422807306415245276e-02,2.339999999999999858e+00
6.391900208628024938e-02,2.350000000000000089e+00
5.360993110840850395e-02,2.359999999999999876e+00
5.916630586316327933e-02,2.370000000000000107e+00
7.200759366657330518e-02,2.379999999999999893e+00
8.484888146998390002e-02,2.390000000000000124e+00
8.521828338804529612e-02,2.399999999999999911e+00
7.267653650862279657e-02,2.410000000000000142e+00
6.013478962920085213e-02,2.419999999999999929e+00
4.825162967657523061e-02,2.430000000000000160e+00
3.981941693634914042e-02,2.439999999999999947e+00
3.138720419612267554e-02,2.450000000000000178e+00
2.295499145589658535e-02,2.459999999999999964e+00
2.024308084939964100e-02,2.470000000000000195e+00
2.067279928442772308e-02,2.479999999999999982e+00
2.110251771945582250e-02,2.490000000000000213e+00
4.073736819683009686e-02,2.500000000000000000e+00
8.124278919192917670e-02,2.510000000000000231e+00
1.217482101870264732e-01,2.520000000000000018e+00
1.546915752265389521e-01,2.530000000000000249e+00
1.348069793470528799e-01,2.540000000000000036e+00
1.149223834675659472e-01,2.550000000000000266e+00
9.503778758807987503e-02,2.560000000000000053e+00
8.781953661409233614e-02,2.569999999999999840e+00
8.888694990255698036e-02,2.580000000000000071e+00
